Frequency (Hz)	Level (dB)
1645.944214	-56.708557
1647.290039	-56.718323
1648.635864	-56.740696
1649.981689	-56.771702
1651.327515	-56.818150
1652.673340	-56.879498
1654.019165	-56.957077
1655.364990	-57.052685
1656.710815	-57.160690
1658.056641	-57.290432
1659.402466	-57.432076
1660.748291	-57.586452
1662.094116	-57.767120
1663.439941	-57.960976
1664.785767	-58.164379
1666.131592	-58.379772
1667.477417	-58.612328
1668.823242	-58.866917
1670.169067	-59.127777
1671.514893	-59.395035
1672.860718	-59.678062
1674.206543	-59.972912
1675.552368	-60.270077
1676.898193	-60.561329
1678.244019	-60.843674
1679.589844	-61.143528
1680.935669	-61.410172
1682.281494	-61.664894
1683.627319	-61.884792
1684.973145	-62.073929
1686.318970	-62.254826
1687.664795	-62.359390
1689.010620	-62.411694
1690.356445	-62.450691
1691.702271	-62.446980
1693.048096	-62.391155
1694.393921	-62.299786
1695.739746	-62.192253
1697.085571	-62.062263
1698.431396	-61.900284
1699.777222	-61.716866
1701.123047	-61.541592
1702.468872	-61.370056
1703.814697	-61.202343
1705.160522	-61.023350
1706.506348	-60.853848
1707.852173	-60.713158
1709.197998	-60.583725
1710.543823	-60.455772
1711.889648	-60.348114
1713.235474	-60.264381
1714.581299	-60.193966
1715.927124	-60.140385
1717.272949	-60.110046
1718.618774	-60.089684
1719.964600	-60.082912
1721.310425	-60.102322
1722.656250	-60.137875
1724.002075	-60.192047
1725.347900	-60.274265
1726.693726	-60.364979
1728.039551	-60.468945
1729.385376	-60.587986
1730.731201	-60.714748
1732.077026	-60.865482
1733.422852	-61.032791
1734.768677	-61.201591
1736.114502	-61.387730
1737.460327	-61.581169
1738.806152	-61.768478
1740.151978	-61.947742
1741.497803	-62.112331
1742.843628	-62.267014
1744.189453	-62.407764
1745.535278	-62.505333
1746.881104	-62.601242
1748.226929	-62.644444
1749.572754	-62.629494
1750.918579	-62.587212
1752.264404	-62.508072
1753.610229	-62.357216
1754.956055	-62.183659
1756.301880	-61.982719
1757.647705	-61.757664
1758.993530	-61.507915
1760.339355	-61.239414
1761.685181	-60.968040
1763.031006	-60.695412
1764.376831	-60.422058
1765.722656	-60.142670
1767.068481	-59.871048
1768.414307	-59.618412
1769.760132	-59.369633
1771.105957	-59.134624
1772.451782	-58.919285
1773.797607	-58.713760
1775.143433	-58.536541
1776.489258	-58.372925
1777.835083	-58.217991
1779.180908	-58.084984
1780.526733	-57.973660
1781.872559	-57.876598
1783.218384	-57.798203
1784.564209	-57.737358
1785.910034	-57.691475
1787.255859	-57.660007
1788.601685	-57.650917
1789.947510	-57.655148
1791.293335	-57.667061
1792.639160	-57.702061
1793.984985	-57.742725
1795.330811	-57.794159
1796.676636	-57.849804
1798.022461	-57.911087
1799.368286	-57.974010
1800.714111	-58.040649
1802.059937	-58.090523
1803.405762	-58.124966
1804.751587	-58.154903
1806.097412	-58.141895
1807.443237	-58.087860
1808.789062	-58.009926
1810.134888	-57.892025
1811.480713	-57.714798
1812.826538	-57.506886
1814.172363	-57.253628
1815.518188	-56.939850
1816.864014	-56.599995
1818.209839	-56.222015
1819.555664	-55.821800
1820.901489	-55.386967
1822.247314	-54.939896
1823.593140	-54.478928
1824.938965	-54.027153
1826.284790	-53.559753
1827.630615	-53.089161
1828.976440	-52.637428
1830.322266	-52.185650
1831.668091	-51.733097
1833.013916	-51.293743
1834.359741	-50.867523
1835.705566	-50.454090
1837.051392	-50.053211
1838.397217	-49.664223
1839.743042	-49.285038
1841.088867	-48.923527
1842.434692	-48.580868
1843.780518	-48.253475
1845.126343	-47.948231
1846.472168	-47.663815
1847.817993	-47.398029
1849.163818	-47.158188
1850.509644	-46.950569
1851.855469	-46.776260
1853.201294	-46.635071
1854.547119	-46.531399
1855.892944	-46.472580
1857.238770	-46.458817
1858.584595	-46.494263
1859.930420	-46.579388
1861.276245	-46.713825
1862.622070	-46.888634
1863.967896	-47.108898
1865.313721	-47.362160
1866.659546	-47.639496
1868.005371	-47.933708
1869.351196	-48.239330
1870.697021	-48.541378
1872.042847	-48.823158
1873.388672	-49.101303
1874.734497	-49.356430
1876.080322	-49.578300
1877.426147	-49.788113
1878.771973	-49.977612
1880.117798	-50.131416
1881.463623	-50.276161
1882.809448	-50.404350
1884.155273	-50.515568
1885.501099	-50.623425
1886.846924	-50.722935
1888.192749	-50.823662
1889.538574	-50.928440
1890.884399	-51.029083
1892.230225	-51.134972
1893.576050	-51.251408
1894.921875	-51.379982
1896.267700	-51.514912
1897.613525	-51.656303
1898.959351	-51.815273
1900.305176	-51.991528
1901.651001	-52.176243
1902.996826	-52.374031
1904.342651	-52.587608
1905.688477	-52.812607
1907.034302	-53.049198
1908.380127	-53.297935
1909.725952	-53.562622
1911.071777	-53.844162
1912.417603	-54.138378
1913.763428	-54.446659
1915.109253	-54.762375
1916.455078	-55.081821
1917.800903	-55.428181
1919.146729	-55.766148
1920.492554	-56.110748
1921.838379	-56.454117
1923.184204	-56.799911
1924.530029	-57.140934
1925.875854	-57.463253
1927.221680	-57.761692
1928.567505	-58.050285
1929.913330	-58.291927
1931.259155	-58.519718
1932.604980	-58.699570
1933.950806	-58.827690
1935.296631	-58.916409
1936.642456	-58.965981
1937.988281	-58.960777
1939.334106	-58.910919
1940.679932	-58.861477
1942.025757	-58.770149
1943.371582	-58.657337
1944.717407	-58.526512
1946.063232	-58.389759
1947.409058	-58.250507
1948.754883	-58.110729
1950.100708	-57.973705
1951.446533	-57.847740
1952.792358	-57.729626
1954.138184	-57.626076
1955.484009	-57.533722
1956.829834	-57.455883
1958.175659	-57.393158
1959.521484	-57.346088
1960.867310	-57.314346
1962.213135	-57.305164
1963.558960	-57.313526
1964.904785	-57.339211
1966.250610	-57.381626
1967.596436	-57.439011
1968.942261	-57.517262
1970.288086	-57.623280
1971.633911	-57.738018
1972.979736	-57.858551
1974.325562	-58.008709
1975.671387	-58.177513
1977.017212	-58.356907
1978.363037	-58.554176
1979.708862	-58.751305
1981.054688	-58.958141
1982.400513	-59.175663
1983.746338	-59.388599
1985.092163	-59.593609
1986.437988	-59.810623
1987.783813	-60.000546
1989.129639	-60.177437
1990.475464	-60.314590
1991.821289	-60.453064
1993.167114	-60.541855
1994.512939	-60.585854
1995.858765	-60.574974
1997.204590	-60.540215
1998.550415	-60.466702
1999.896240	-60.347137
2001.242065	-60.176113
2002.587891	-59.999439
2003.933716	-59.791172
2005.279541	-59.550709
2006.625366	-59.314777
2007.971191	-59.078510
2009.317017	-58.824615
2010.662842	-58.591496
2012.008667	-58.357182
2013.354492	-58.119755
2014.700317	-57.899368
2016.046143	-57.695053
2017.391968	-57.508564
2018.737793	-57.334763
2020.083618	-57.179653
2021.429443	-57.042782
2022.775269	-56.912369
2024.121094	-56.807396
2025.466919	-56.724907
2026.812744	-56.658623
2028.158569	-56.609722
2029.504395	-56.577221
2030.850220	-56.561195
2032.196045	-56.559296
2033.541870	-56.574390
2034.887695	-56.614368
2036.233521	-56.667191
2037.579346	-56.734612
2038.925171	-56.815781
2040.270996	-56.906662
2041.616821	-57.006004
2042.962646	-57.109245
2044.308472	-57.217239
2045.654297	-57.328159
2047.000122	-57.431332
2048.345947	-57.523560
2049.691772	-57.607044
2051.037598	-57.662533
2052.383423	-57.685600
2053.729248	-57.672878
2055.075073	-57.633270
2056.420898	-57.547607
2057.766724	-57.406757
2059.112549	-57.230465
2060.458374	-57.007847
2061.804199	-56.750572
2063.150024	-56.454002
2064.495850	-56.129707
2065.841675	-55.785065
2067.187500	-55.422565
2068.533325	-55.043835
2069.879150	-54.665932
2071.224976	-54.281651
2072.570801	-53.902943
2073.916626	-53.528130
2075.262451	-53.161053
2076.608276	-52.798016
2077.954102	-52.450428
2079.299927	-52.116047
2080.645752	-51.790733
2081.991577	-51.477634
2083.337402	-51.180210
2084.683228	-50.904625
2086.029053	-50.639030
2087.374878	-50.384064
2088.720703	-50.145596
2090.066528	-49.921009
2091.412354	-49.710094
2092.758179	-49.513287
2094.104004	-49.327988
2095.449829	-49.153263
2096.795654	-48.992981
2098.141479	-48.846527
2099.487305	-48.709167
2100.833130	-48.579418
2102.178955	-48.457150
2103.524780	-48.331383
2104.870605	-48.210991
2106.216431	-48.091461
2107.562256	-47.964661
2108.908081	-47.827728
2110.253906	-47.684040
2111.599731	-47.506821
2112.945557	-47.311039
2114.291382	-47.093849
2115.637207	-46.845448
2116.983032	-46.564709
2118.328857	-46.259922
2119.674683	-45.934906
2121.020508	-45.607967
2122.366333	-45.281551
2123.712158	-44.973572
2125.057983	-44.694252
2126.403809	-44.450855
2127.749634	-44.254807
2129.095459	-44.112564
2130.441284	-44.017426
2131.787109	-43.976570
2133.132935	-43.984779
2134.478760	-44.037121
2135.824585	-44.128918
2137.170410	-44.258289
2138.516235	-44.415504
2139.862061	-44.600555
2141.207886	-44.805836
2142.553711	-45.031364
2143.899536	-45.276363
2145.245361	-45.541668
2146.591187	-45.823269
2147.937012	-46.116768
2149.282837	-46.422520
2150.628662	-46.741138
2151.974487	-47.072845
2153.320312	-47.414845
2154.666138	-47.768188
2156.011963	-48.136265
2157.357788	-48.515381
2158.703613	-48.903492
2160.049438	-49.303368
2161.395264	-49.704773
2162.741089	-50.117188
2164.086914	-50.539402
2165.432739	-50.955887
2166.778564	-51.371185
2168.124390	-51.788647
2169.470215	-52.199493
2170.816040	-52.594967
2172.161865	-52.976120
2173.507690	-53.327957
2174.853516	-53.632149
2176.199341	-53.925400
2177.545166	-54.189045
2178.890991	-54.386761
2180.236816	-54.543663
2181.582642	-54.655247
2182.928467	-54.730270
2184.274292	-54.759060
2185.620117	-54.751045
2186.965942	-54.722668
2188.311768	-54.660946
2189.657593	-54.584644
2191.003418	-54.493038
2192.349243	-54.399418
2193.695068	-54.308624
2195.040894	-54.214523
2196.386719	-54.120838
2197.732544	-54.041809
2199.078369	-53.972744
2200.424194	-53.914303
2201.770020	-53.867340
2203.115845	-53.835419
2204.461670	-53.825321
2205.807495	-53.830967
2207.153320	-53.850410
2208.499146	-53.883919
2209.844971	-53.936539
2211.190796	-54.008213
2212.536621	-54.101040
2213.882446	-54.211182
2215.228271	-54.335850
2216.574097	-54.477608
2217.919922	-54.638279
2219.265747	-54.814034
2220.611572	-55.002594
2221.957397	-55.207859
2223.303223	-55.430164
2224.649048	-55.664997
2225.994873	-55.901279
2227.340698	-56.141560
2228.686523	-56.388683
2230.032349	-56.646229
2231.378174	-56.881573
2232.723999	-57.119553
2234.069824	-57.329815
2235.415649	-57.522289
2236.761475	-57.695667
2238.107300	-57.820110
2239.453125	-57.915264
2240.798950	-57.973736
2242.144775	-57.976658
2243.490601	-57.935204
2244.836426	-57.854614
2246.182251	-57.751331
2247.528076	-57.607555
2248.873901	-57.438133
2250.219727	-57.245556
2251.565552	-57.045334
2252.911377	-56.838432
2254.257202	-56.623703
2255.603027	-56.411903
2256.948853	-56.202515
2258.294678	-55.995758
2259.640503	-55.807980
2260.986328	-55.631996
2262.332153	-55.467022
2263.677979	-55.317501
2265.023804	-55.183552
2266.369629	-55.067245
2267.715454	-54.970398
2269.061279	-54.895813
2270.407104	-54.838070
2271.752930	-54.796562
2273.098755	-54.770294
2274.444580	-54.762623
2275.790405	-54.772781
2277.136230	-54.801838
2278.482056	-54.849247
2279.827881	-54.913498
2281.173706	-54.993397
2282.519531	-55.091187
2283.865356	-55.209396
2285.211182	-55.336258
2286.557007	-55.464561
2287.902832	-55.605072
2289.248657	-55.753036
2290.594482	-55.904285
2291.940308	-56.047726
2293.286133	-56.189293
2294.631958	-56.312916
2295.977783	-56.417191
2297.323608	-56.495575
2298.669434	-56.554665
2300.015259	-56.573513
2301.361084	-56.536964
2302.706909	-56.475224
2304.052734	-56.358841
2305.398560	-56.208431
2306.744385	-56.018211
2308.090210	-55.780468
2309.436035	-55.519844
2310.781860	-55.239628
2312.127686	-54.944656
2313.473511	-54.624928
2314.819336	-54.297619
2316.165161	-53.980053
2317.510986	-53.657696
2318.856812	-53.334755
2320.202637	-53.029617
2321.548462	-52.735954
2322.894287	-52.447094
2324.240112	-52.172009
2325.585938	-51.909149
2326.931763	-51.666557
2328.277588	-51.441700
2329.623413	-51.230576
2330.969238	-51.035194
2332.315063	-50.857613
2333.660889	-50.695702
2335.006714	-50.550682
2336.352539	-50.419502
2337.698364	-50.302387
2339.044189	-50.205814
2340.390015	-50.124615
2341.735840	-50.056168
2343.081665	-49.999737
2344.427490	-49.958572
2345.773315	-49.925743
2347.119141	-49.901814
2348.464966	-49.884609
2349.810791	-49.872616
2351.156616	-49.857784
2352.502441	-49.840782
2353.848267	-49.819435
2355.194092	-49.776024
2356.539917	-49.712921
2357.885742	-49.625099
2359.231567	-49.501209
2360.577393	-49.347672
2361.923218	-49.143105
2363.269043	-48.888935
2364.614868	-48.592377
2365.960693	-48.239388
2367.306519	-47.836155
2368.652344	-47.407692
2369.998169	-46.923466
2371.343994	-46.418125
2372.689819	-45.895458
2374.035645	-45.357628
2375.381470	-44.808475
2376.727295	-44.258327
2378.073120	-43.716370
2379.418945	-43.193405
2380.764771	-42.688980
2382.110596	-42.211285
2383.456421	-41.763268
2384.802246	-41.359077
2386.148071	-41.007332
2387.493896	-40.703453
2388.839722	-40.455769
2390.185547	-40.274700
2391.531372	-40.160622
2392.877197	-40.113899
2394.223022	-40.135128
2395.568848	-40.220245
2396.914673	-40.367615
2398.260498	-40.575123
2399.606323	-40.836487
2400.952148	-41.143517
2402.297974	-41.493164
2403.643799	-41.882576
2404.989624	-42.303059
2406.335449	-42.750408
2407.681274	-43.209061
2409.027100	-43.689705
2410.372925	-44.186069
2411.718750	-44.680500
2413.064575	-45.182537
2414.410400	-45.685341
2415.756226	-46.170002
2417.102051	-46.634308
2418.447876	-47.095112
2419.793701	-47.514088
2421.139526	-47.896938
2422.485352	-48.251827
2423.831177	-48.561550
2425.177002	-48.816315
2426.522827	-49.033615
2427.868652	-49.205151
2429.214478	-49.323063
2430.560303	-49.419491
2431.906128	-49.469757
2433.251953	-49.491356
2434.597778	-49.499767
2435.943604	-49.490917
2437.289429	-49.470436
2438.635254	-49.442322
2439.981079	-49.416561
2441.326904	-49.391872
2442.672729	-49.373104
2444.018555	-49.362663
2445.364380	-49.360558
2446.710205	-49.369473
2448.056030	-49.393555
2449.401855	-49.432888
2450.747681	-49.483181
2452.093506	-49.548210
2453.439331	-49.635082
2454.785156	-49.736591
2456.130981	-49.851223
2457.476807	-49.981312
2458.822632	-50.129799
2460.168457	-50.294781
2461.514282	-50.478336
2462.860107	-50.679092
2464.205933	-50.894287
2465.551758	-51.122517
2466.897583	-51.365536
2468.243408	-51.624626
2469.589233	-51.888439
2470.935059	-52.164917
2472.280884	-52.452858
2473.626709	-52.739094
2474.972534	-53.026245
2476.318359	-53.314041
2477.664185	-53.589802
2479.010010	-53.853611
2480.355835	-54.090351
2481.701660	-54.298946
2483.047485	-54.490696
2484.393311	-54.628475
2485.739136	-54.734379
2487.084961	-54.794983
2488.430786	-54.816586
2489.776611	-54.792286
2491.122437	-54.726120
2492.468262	-54.629272
2493.814087	-54.503864
2495.159912	-54.354351
2496.505737	-54.192932
2497.851562	-54.017910
2499.197388	-53.836376
2500.543213	-53.656326
2501.889038	-53.479996
2503.234863	-53.309052
2504.580688	-53.147137
2505.926514	-52.999596
2507.272339	-52.862564
2508.618164	-52.742279
2509.963989	-52.637066
2511.309814	-52.546932
2512.655640	-52.475857
2514.001465	-52.421768
2515.347290	-52.384899
2516.693115	-52.367996
2518.038940	-52.371017
2519.384766	-52.390953
2520.730591	-52.427528
2522.076416	-52.483505
2523.422241	-52.557568
2524.768066	-52.647934
2526.113892	-52.756977
2527.459717	-52.881382
2528.805542	-53.021595
2530.151367	-53.175785
2531.497192	-53.340015
2532.843018	-53.513714
2534.188843	-53.689381
2535.534668	-53.869469
2536.880493	-54.054131
2538.226318	-54.240677
2539.572144	-54.405846
2540.917969	-54.552467
2542.263794	-54.684727
2543.609619	-54.785332
2544.955444	-54.852428
2546.301270	-54.883049
2547.647095	-54.873344
2548.992920	-54.817192
2550.338745	-54.719261
2551.684570	-54.573368
2553.030396	-54.394524
2554.376221	-54.188999
2555.722046	-53.951664
2557.067871	-53.696289
2558.413696	-53.433456
2559.759521	-53.158428
2561.105347	-52.879875
2562.451172	-52.595608
2563.796997	-52.322224
2565.142822	-52.056644
2566.488647	-51.797916
2567.834473	-51.553143
2569.180298	-51.322731
2570.526123	-51.102592
2571.871948	-50.899567
2573.217773	-50.717075
2574.563599	-50.549286
2575.909424	-50.397369
2577.255249	-50.263618
2578.601074	-50.150620
2579.946899	-50.055809
2581.292725	-49.976856
2582.638550	-49.912502
2583.984375	-49.865238
2585.330200	-49.832909
2586.676025	-49.822910
2588.021851	-49.827866
2589.367676	-49.845257
2590.713501	-49.874733
2592.059326	-49.918625
2593.405151	-49.970467
2594.750977	-50.027824
2596.096802	-50.090321
2597.442627	-50.152985
2598.788452	-50.207737
2600.134277	-50.260971
2601.480103	-50.291759
2602.825928	-50.299358
2604.171753	-50.286980
2605.517578	-50.234173
2606.863403	-50.153530
2608.209229	-50.020191
2609.555054	-49.848251
2610.900879	-49.624527
2612.246704	-49.353558
2613.592529	-49.040203
2614.938354	-48.698208
2616.284180	-48.317554
2617.630005	-47.909496
2618.975830	-47.484005
2620.321655	-47.037621
2621.667480	-46.587627
2623.013306	-46.132942
2624.359131	-45.671379
2625.704956	-45.223450
2627.050781	-44.773766
2628.396606	-44.329521
2629.742432	-43.894928
2631.088257	-43.475460
2632.434082	-43.072777
2633.779907	-42.682320
2635.125732	-42.303337
2636.471558	-41.941231
2637.817383	-41.601131
2639.163208	-41.281269
2640.509033	-40.977707
2641.854858	-40.693989
2643.200684	-40.435734
2644.546509	-40.205826
2645.892334	-40.004204
2647.238159	-39.833076
2648.583984	-39.696655
2649.929810	-39.594357
2651.275635	-39.529587
2652.621460	-39.507339
2653.967285	-39.527031
2655.313110	-39.585102
2656.658936	-39.688408
2658.004761	-39.834980
2659.350586	-40.015598
2660.696411	-40.226116
2662.042236	-40.473236
2663.388062	-40.731064
2664.733887	-41.003368
2666.079712	-41.281639
2667.425537	-41.554527
2668.771362	-41.816113
2670.117188	-42.064594
2671.463013	-42.288998
2672.808838	-42.483032
2674.154663	-42.666622
2675.500488	-42.809856
2676.846313	-42.937763
2678.192139	-43.045616
2679.537964	-43.143185
2680.883789	-43.219097
2682.229614	-43.290905
2683.575439	-43.359863
2684.921265	-43.424614
2686.267090	-43.490864
2687.612915	-43.562256
2688.958740	-43.639648
2690.304565	-43.723240
2691.650391	-43.816879
2692.996216	-43.922153
2694.342041	-44.041336
2695.687866	-44.169827
2697.033691	-44.309891
2698.379517	-44.466141
2699.725342	-44.636456
2701.071167	-44.820923
2702.416992	-45.017769
2703.762817	-45.229816
2705.108643	-45.460785
2706.454468	-45.704315
2707.800293	-45.959194
2709.146118	-46.230202
2710.491943	-46.517681
2711.837769	-46.814949
2713.183594	-47.124851
2714.529419	-47.446377
2715.875244	-47.773388
2717.221069	-48.110390
2718.566895	-48.448498
2719.912720	-48.790176
2721.258545	-49.132248
2722.604370	-49.452110
2723.950195	-49.768135
2725.296021	-50.066563
2726.641846	-50.334755
2727.987671	-50.575180
2729.333496	-50.783501
2730.679321	-50.947441
2732.025146	-51.068363
2733.370972	-51.138306
2734.716797	-51.181808
2736.062622	-51.170994
2737.408447	-51.126713
2738.754272	-51.051086
2740.100098	-50.952244
2741.445923	-50.835873
2742.791748	-50.705750
2744.137573	-50.560986
2745.483398	-50.418983
2746.829224	-50.280876
2748.175049	-50.143360
2749.520874	-50.009964
2750.866699	-49.892735
2752.212524	-49.786934
2753.558350	-49.693233
2754.904175	-49.615250
2756.250000	-49.552830
2757.595825	-49.508724
2758.941650	-49.482193
2760.287476	-49.471878
2761.633301	-49.479401
2762.979126	-49.507935
2764.324951	-49.553539
2765.670776	-49.616947
2767.016602	-49.698307
2768.362427	-49.799858
2769.708252	-49.916626
2771.054077	-50.052612
2772.399902	-50.205162
2773.745728	-50.368496
2775.091553	-50.545578
2776.437378	-50.738380
2777.783203	-50.941509
2779.129028	-51.148674
2780.474854	-51.362694
2781.820679	-51.581921
2783.166504	-51.795300
2784.512329	-51.996574
2785.858154	-52.184879
2787.203979	-52.356956
2788.549805	-52.501518
2789.895630	-52.618046
2791.241455	-52.697018
2792.587280	-52.735691
2793.933105	-52.726978
2795.278931	-52.679043
2796.624756	-52.594082
2797.970581	-52.461254
2799.316406	-52.300980
2800.662231	-52.105537
2802.008057	-51.893414
2803.353882	-51.665134
2804.699707	-51.428215
2806.045532	-51.185062
2807.391357	-50.938488
2808.737183	-50.696232
2810.083008	-50.461208
2811.428833	-50.239407
2812.774658	-50.025146
2814.120483	-49.822723
2815.466309	-49.636627
2816.812134	-49.466221
2818.157959	-49.311707
2819.503784	-49.177025
2820.849609	-49.059856
2822.195435	-48.958195
2823.541260	-48.876335
2824.887085	-48.813660
2826.232910	-48.768387
2827.578735	-48.739994
2828.924561	-48.730724
2830.270386	-48.739990
2831.616211	-48.765408
2832.962036	-48.808811
2834.307861	-48.868328
2835.653687	-48.938221
2836.999512	-49.023716
2838.345337	-49.118832
2839.691162	-49.225689
2841.036987	-49.335857
2842.382812	-49.451588
2843.728638	-49.566410
2845.074463	-49.674892
2846.420288	-49.771072
2847.766113	-49.846577
2849.111938	-49.904202
2850.457764	-49.927795
2851.803589	-49.925663
2853.149414	-49.875946
2854.495239	-49.787708
2855.841064	-49.649818
2857.186890	-49.470787
2858.532715	-49.252911
2859.878540	-48.983341
2861.224365	-48.701916
2862.570190	-48.384029
2863.916016	-48.035297
2865.261841	-47.687752
2866.607666	-47.317402
2867.953491	-46.950069
2869.299316	-46.579262
2870.645142	-46.214466
2871.990967	-45.847569
2873.336792	-45.497391
2874.682617	-45.159534
2876.028442	-44.826733
2877.374268	-44.509750
2878.720093	-44.204857
2880.065918	-43.913044
2881.411743	-43.639793
2882.757568	-43.384708
2884.103394	-43.144875
2885.449219	-42.920265
2886.795044	-42.708374
2888.140869	-42.514160
2889.486694	-42.338005
2890.832520	-42.175522
2892.178345	-42.027828
2893.524170	-41.895691
2894.869995	-41.776455
2896.215820	-41.673965
2897.561646	-41.584026
2898.907471	-41.504261
2900.253296	-41.431213
2901.599121	-41.369518
2902.944946	-41.312031
2904.290771	-41.255230
2905.636597	-41.194523
2906.982422	-41.137367
2908.328247	-41.057632
2909.674072	-40.962399
2911.019897	-40.851261
2912.365723	-40.713863
2913.711548	-40.550812
2915.057373	-40.364254
2916.403198	-40.141457
2917.749023	-39.900677
2919.094849	-39.645885
2920.440674	-39.387165
2921.786499	-39.125042
2923.132324	-38.877316
2924.478149	-38.640347
2925.823975	-38.431793
2927.169800	-38.257236
2928.515625	-38.111820
2929.861450	-38.005692
2931.207275	-37.942760
2932.553101	-37.910774
2933.898926	-37.910118
2935.244751	-37.944260
2936.590576	-38.013474
2937.936401	-38.113579
2939.282227	-38.239384
2940.628052	-38.390411
2941.973877	-38.565250
2943.319702	-38.762733
2944.665527	-38.983788
2946.011353	-39.221626
2947.357178	-39.478477
2948.703003	-39.756737
2950.048828	-40.047333
2951.394653	-40.354740
2952.740479	-40.681011
2954.086304	-41.018532
2955.432129	-41.374851
2956.777954	-41.742397
2958.123779	-42.116936
2959.469604	-42.504791
2960.815430	-42.900795
2962.161255	-43.307312
2963.507080	-43.709427
2964.852905	-44.118820
2966.198730	-44.529171
2967.544556	-44.917027
2968.890381	-45.308170
2970.236206	-45.672771
2971.582031	-46.013958
2972.927856	-46.324955
2974.273682	-46.605186
2975.619507	-46.841858
2976.965332	-47.036427
2978.311157	-47.185516
2979.656982	-47.295486
2981.002808	-47.354359
2982.348633	-47.382324
2983.694458	-47.369621
2985.040283	-47.336071
2986.386108	-47.264103
2987.731934	-47.196651
2989.077759	-47.109600
2990.423584	-47.019093
2991.769409	-46.922157
2993.115234	-46.832825
2994.461060	-46.748642
2995.806885	-46.675289
2997.152710	-46.607101
2998.498535	-46.554726
2999.844360	-46.518139
3001.190186	-46.495335
3002.536011	-46.486759
3003.881836	-46.495869
3005.227661	-46.523731
3006.573486	-46.568653
3007.919312	-46.631996
3009.265137	-46.711166
3010.610962	-46.806599
3011.956787	-46.922115
3013.302612	-47.056507
3014.648438	-47.206078
3015.994263	-47.374081
3017.340088	-47.554932
3018.685913	-47.754326
3020.031738	-47.969196
3021.377563	-48.194511
3022.723389	-48.433136
3024.069214	-48.676083
3025.415039	-48.925762
3026.760864	-49.180172
3028.106689	-49.433723
3029.452515	-49.685345
3030.798340	-49.917152
3032.144165	-50.131634
3033.489990	-50.328671
3034.835815	-50.493542
3036.181641	-50.625412
3037.527466	-50.719917
3038.873291	-50.766609
3040.219116	-50.773460
3041.564941	-50.737755
3042.910767	-50.658535
3044.256592	-50.547977
3045.602417	-50.404541
3046.948242	-50.238712
3048.294067	-50.051792
3049.639893	-49.854362
3050.985718	-49.650482
3052.331543	-49.440937
3053.677368	-49.235989
3055.023193	-49.036976
3056.369019	-48.846661
3057.714844	-48.667099
3059.060669	-48.499313
3060.406494	-48.344696
3061.752319	-48.207382
3063.098145	-48.088039
3064.443970	-47.983376
3065.789795	-47.896580
3067.135620	-47.831303
3068.481445	-47.781971
3069.827271	-47.749825
3071.173096	-47.736019
3072.518921	-47.743477
3073.864746	-47.768143
3075.210571	-47.810802
3076.556396	-47.871578
3077.902222	-47.949638
3079.248047	-48.043198
3080.593872	-48.151981
3081.939697	-48.274532
3083.285522	-48.410862
3084.631348	-48.557434
3085.977173	-48.709423
3087.322998	-48.868065
3088.668823	-49.029175
3090.014648	-49.186081
3091.360474	-49.336491
3092.706299	-49.472832
3094.052124	-49.585964
3095.397949	-49.673264
3096.743774	-49.729595
3098.089600	-49.748661
3099.435425	-49.728893
3100.781250	-49.668007
3102.127075	-49.558132
3103.472900	-49.411583
3104.818726	-49.220268
3106.164551	-48.995678
3107.510376	-48.751831
3108.856201	-48.472603
3110.202026	-48.186390
3111.547852	-47.886112
3112.893677	-47.578850
3114.239502	-47.267479
3115.585327	-46.962936
3116.931152	-46.666302
3118.276978	-46.378376
3119.622803	-46.092464
3120.968628	-45.825489
3122.314453	-45.573639
3123.660278	-45.332973
3125.006104	-45.110985
3126.351929	-44.905834
3127.697754	-44.715351
3129.043579	-44.544052
3130.389404	-44.389874
3131.735229	-44.250446
3133.081055	-44.130100
3134.426880	-44.027584
3135.772705	-43.941437
3137.118530	-43.870529
3138.464355	-43.815578
3139.810181	-43.776676
3141.156006	-43.750061
3142.501831	-43.741779
3143.847656	-43.739159
3145.193481	-43.748528
3146.539307	-43.764404
3147.885132	-43.783707
3149.230957	-43.805344
3150.576782	-43.822281
3151.922607	-43.833973
3153.268433	-43.829670
3154.614258	-43.803028
3155.960083	-43.759575
3157.305908	-43.674496
3158.651733	-43.556587
3159.997559	-43.396660
3161.343384	-43.185925
3162.689209	-42.936962
3164.035034	-42.640678
3165.380859	-42.297604
3166.726685	-41.923489
3168.072510	-41.515987
3169.418335	-41.083076
3170.764160	-40.626339
3172.109985	-40.162281
3173.455811	-39.710258
3174.801636	-39.245735
3176.147461	-38.791630
3177.493286	-38.355080
3178.839111	-37.938152
3180.184937	-37.547428
3181.530762	-37.188118
3182.876587	-36.857662
3184.222412	-36.560791
3185.568237	-36.307919
3186.914062	-36.102238
3188.259888	-35.941475
3189.605713	-35.826832
3190.951538	-35.759499
3192.297363	-35.742203
3193.643188	-35.777382
3194.989014	-35.861488
3196.334839	-35.994514
3197.680664	-36.170818
3199.026489	-36.389881
3200.372314	-36.651936
3201.718140	-36.946217
3203.063965	-37.278839
3204.409790	-37.644508
3205.755615	-38.027149
3207.101440	-38.430763
3208.447266	-38.861526
3209.793091	-39.294712
3211.138916	-39.734833
3212.484741	-40.180893
